gene	SRX1883952	ERX2263243	ERX2263242	ERX2322542	ERX2263244	SRX4139980	ERX2322548	ERX2322547	SRX4139981	ERX2322549	ERX2322544	ERX2322543	ERX2322546	ERX2263241	ERX2322545	ERX2263240	ERX2263239	SRX4139969	SRX4139977	SRX4139976	SRX4139979	SRX4139978	SRX4139973	ERX2263236	SRX4139972	SRX4139975	ERX2263238	SRX4139974	ERX2263237	SRX4139971	SRX4139970	ERX2263230	SRX1590165	ERX2263229	SRX4139966	SRX4139965	SRX4139968	SRX4139967	SRX4139962	SRX4139964	SRX4139963	SRX3436081	SRX3436082	SRX3436080	SRX4217123	SRX4217122	SRX4217125	SRX4217124	SRX3436085	SRX3436086	SRX3436087	SRX4217121	SRX3436088	SRX4217120	SRX4217127	SRX4217126	SRX4217129	SRX4217128	SRX950753	SRX950752	SRX3436071	SRX3436073	SRX1532039	SRX3436078	SRX4217134	SRX4217133	SRX1532037	SRX1532038	SRX4217135	DRX037109	SRX4217130	SRX4217132	SRX4217131	SRX1532036	SRX1590389	SRX1304313	SRX1304312	ERX1533224	SRX1304311	SRX1590122	ERX1533223	SRX1304310	SRX1532048	SRX1532049	SRX1532042	SRX3333186	SRX1532043	SRX1532040	SRX3333184	SRX1532041	SRX3333185	SRX1532046	SRX3333182	SRX1532047	SRX3333183	SRX1532044	SRX3333180	SRX1532045	SRX3333181	SRX1590134	SRX1304300	SRX1532050	SRX1590373	SRX1304307	SRX1304306	SRX1304304	SRX1532059	SRX3333179	SRX3333177	SRX3333178	SRX1532053	SRX3333175	SRX1532054	SRX3333176	SRX1532051	SRX3333173	SRX1532052	SRX3333174	SRX1532057	SRX3333171	SRX1532058	SRX3333172	SRX1532055	SRX1532056	SRX3333170	DRX037137	DRX037136	SRX2896046	SRX4219588	SRX4219589	SRX2896044	SRX2896045	SRX2896042	SRX2896043	SRX2896040	SRX2896041	SRX1923890	SRX1923891	DRX037143	DRX037142	SRX4219591	SRX4219592	DRX037147	SRX4219590	SRX2896035	SRX4219599	SRX2896036	SRX2896033	SRX4219597	SRX2896034	SRX4219598	SRX4219595	SRX4219596	SRX4219593	SRX4219594	SRX2896039	SRX2896037	SRX2896038	SRX1923871	SRX1923872	SRX1923873	SRX1923874	SRX1923875	SRX1923876	SRX1923877	SRX1923878	SRX1923879	SRX1978388	SRX1978387	SRX1978389	DRX037117	SRX1923870	SRX1923882	SRX1923883	SRX1923884	SRX271428	SRX1923885	SRX1923886	SRX1923887	SRX1923888	SRX1923889	DRX037129	SRX271429	SRX1978390	SRX950729	SRX271430	SRX1923880	SRX1923881	SRX1977006	SRX5685200	SRX5685201	DRX037393	DRX037392	DRX037391	DRX037390	DRX037397	DRX037396	DRX037395	DRX037394	DRX037159	DRX037399	DRX037398	DRX037156	SRX395490	SRX288063	SRX288064	SRX288061	SRX288062	SRX288060	SRX395489	DRX037169	SRX2732843	SRX2732842	SRX2732841	SRX2732847	SRX2732845	SRX2732840	SRX288058	SRX288059	SRX288057	SRX2732839	SRX2732838	SRX2732855	SRX2732854	SRX2732853	SRX2732852	SRX2732859	SRX2732858	SRX2732857	SRX2732856	SRX2732850	SRX2732849	DRX037194	DRX037193	SRX2019400	SRX2732825	SRX2019401	SRX2732824	SRX2019402	SRX2732823	SRX2019403	SRX2019404	SRX2732819	SRX2732818	SRX2732817	SRX2732833	SRX2732832	SRX2732831	SRX2732830	SRX2732837	SRX2732836	SRX2732835	SRX2732834	SRX2732828	SRX2732827	SRX2732800	SRX1923850	SRX976238	SRX1923851	SRX1923852	SRX2732804	SRX1923853	SRX2732803	SRX1923854	SRX2732802	SRX1923855	SRX2732801	SRX1923856	SRX1923857	SRX976231	SRX1015969	SRX1923858	SRX976230	SRX1923859	SRX976233	SRX976232	SRX976235	SRX976234	SRX976237	SRX976236	SRX3466178	SRX3466179	SRX3466176	SRX3466177	SRX3466174	SRX3466175	SRX1923860	SRX1923861	SRX3466180	SRX1923862	SRX1923863	SRX1923864	SRX2732814	SRX1923865	SRX2732813	SRX1923866	SRX1907118	SRX2732812	SRX1923867	SRX1923868	SRX1923869	SRX1015966	SRX1015967	SRX1015968	SRX2732808	SRX2732806	SRX3466185	SRX3466183	SRX3466184	SRX3466181	SRX2732809	SRX3466182	SRX976217	SRX976216	SRX976219	SRX976218	SRX976211	SRX976210	SRX976213	SRX976212	SRX976215	SRX976214	SRX5685196	SRX5685197	SRX5685198	SRX5685199	SRX976228	SRX976227	SRX976229	SRX1923842	SRX1923843	SRX1923844	SRX1923845	SRX1923846	SRX976220	SRX1923847	SRX1923848	SRX976222	SRX1923849	SRX976221	SRX976224	SRX976223	SRX976226	SRX976225	SRX1590462	SRX1590458	SRX1304647	SRX976209	SRX907405	SRX907404	SRX907403	SRX907402	SRX907401	SRX907400	SRX1304870	SRX1304871	SRX1304872	SRX1304873	SRX2355560	SRX2355562	SRX2355561	SRX2355568	SRX2355567	SRX1590437	SRX2355564	SRX2355563	SRX2355565	SRX1590211	ERX2060397	ERX2060398	ERX2060395	SRX2019255	ERX2060396	SRX2019256	ERX2060393	SRX2019257	ERX2060394	SRX2019258	SRX2019259	SRX1825696	SRX1825695	SRX1131902	SRX1131901	SRX1131900	SRX2355559	SRX2355558	ERX2060399	SRX1590203	SRX2732888	SRX2732887	SRX2732886	SRX2732885	SRX2732889	SRX2732880	SRX2732884	SRX2732883	SRX2732881	SRX2355582	SRX2355581	SRX2355583	SRX2355580	SRX2355586	SRX2355588	SRX2355587	SRX2732898	SRX2732897	SRX2732896	SRX2732891	SRX2732890	SRX4336612	SRX2732895	SRX2732894	SRX2732893	SRX4336611	SRX2732892	SRX4336610	SRX2355571	ERX2322573	SRX2355570	SRX4336609	ERX2322572	SRX2355572	ERX2322574	SRX4336608	ERX2322571	SRX4336607	ERX2322570	SRX2355579	SRX2355578	SRX2355575	SRX2355577	SRX2732866	SRX1057704	SRX2732865	SRX1057703	SRX1057706	SRX2732863	SRX1057705	SRX1057708	SRX2732869	SRX1057707	SRX2732868	SRX1057709	SRX2732861	DRX036984	ERX2322562	ERX2322561	ERX2322564	ERX2322563	ERX2322560	ERX2322569	SRX1057711	ERX2322566	SRX1057710	ERX2322565	SRX1057713	ERX2322568	SRX1057712	ERX2322567	SRX2732877	SRX2732876	SRX2732879	SRX2732878	DRX036991	SRX2732871	SRX2732870	SRX2355593	ERX2322551	SRX2355592	ERX2322550	SRX2355595	ERX2322553	SRX2355594	ERX2322552	SRX2355590	ERX2322559	SRX1590407	ERX2322558	SRX2355597	ERX2322555	SRX2355596	ERX2322554	SRX2355599	SRX1057702	ERX2322557	SRX2355598	SRX1057701	ERX2322556	SRX1057726	SRX1057725	SRX1057728	SRX1057727	SRX1057729	SRX1057731	SRX1057730	ERX2060401	ERX2060402	SRX1057732	SRX1057735	ERX2060400	SRX1057734	SRX1057715	SRX1057714	SRX1057717	SRX1057716	SRX1057719	SRX1057718	SRX732317	SRX732316	SRX732315	SRX1057720	SRX1057722	SRX1057721	SRX1057724	SRX1057723	SRX1057748	SRX1057747	SRX2148050	SRX1057749	SRX1825724	SRX2148059	SRX1057751	SRX2148057	SRX1057750	SRX2148058	SRX1057753	SRX2148055	SRX1057752	SRX2148056	SRX1057755	SRX2148053	SRX1057754	SRX2148054	SRX1590037	SRX1057757	SRX2148051	SRX1057756	SRX2148052	SRX1057737	SRX1057736	SRX1057739	DRX012360	SRX1057738	DRX012361	DRX037401	DRX037400	DRX012362	DRX037404	DRX012363	DRX037403	DRX012364	DRX037402	DRX012365	SRX1100236	SRX1983693	SRX2148048	SRX2148049	SRX1057740	SRX2148046	SRX2148047	SRX1057742	SRX2148044	SRX1057741	SRX2148045	SRX1057744	SRX2148042	SRX1057743	SRX1983697	SRX2148043	SRX1057746	SRX1057745	SRX1983457	SRX1590024	SRX2941493	SRX091764	SRX091769	SRX091767	SRX091766	SRX1057759	SRX1057758	SRX1590033	SRX1590272	DRX037222	SRX091776	SRX091775	SRX091773	SRX091772	SRX091771	SRX091770	SRX1590029	SRX091779	SRX091778	SRX1590027	SRX091777	SRX091787	SRX091786	SRX091781	SRX091788	SRX2019296	SRX2019297	SRX2019298	SRX2019299	SRX091798	SRX091797	SRX091796	DRX037208	SRX091795	SRX091793	SRX091792	SRX2019295	SRX1169958	DRX037255	SRX364654	SRX364653	SRX364656	SRX1169948	SRX1169947	DRX037263	SRX1169949	DRX037024	SRX2336359	SRX1169955	SRX1169954	SRX1169957	SRX1169956	SRX1169951	SRX1169950	SRX1169953	SRX1169952	SRX1169937	SRX1169936	SRX1169939	SRX4632560	SRX1169938	SRX2336369	SRX2336368	SRX2336361	SRX1169944	SRX2336360	SRX1169943	SRX2336363	SRX1169946	SRX2336362	SRX1169945	SRX2336365	SRX1169940	SRX2336364	SRX2336367	SRX1169942	SRX2336366	SRX1169941	SRX1169929	SRX4632550	SRX1169926	SRX1169925	SRX2336370	SRX1169927	SRX5500081	SRX5500082	SRX4632555	SRX4632558	SRX4632559	SRX3832910	SRX4632556	DRX037007	SRX4632557	SRX3832908	SRX3832909	SRX3832907	SRX5500080	SRX1169933	SRX2336371	SRX1169932	SRX1169935	SRX2336375	SRX2336378	SRX2336377	SRX1169930	SRX5500078	SRX1169919	SRX5500079	SRX4632540	SRX5500070	SRX4632543	SRX5500071	SRX4632544	SRX5500072	SRX5500073	SRX5500074	SRX5500075	SRX5500076	SRX4632545	SRX5500077	SRX4632546	SRX1034491	SRX1034490	SRX4632538	SRX4632539	SRX1034492	SRX1169922	SRX1169921	SRX1169924	SRX1169923	SRX1169920	SRX5500067	SRX5500068	SRX5500069	DRX037061	DRX037067	SRX5500064	SRX4632537	SRX5500065	SRX1526122	SRX5500066	SRX1526120	SRX5161387	SRX5161388	SRX092467	SRX1818558	SRX1526119	SRX1526118	SRX1818568	SRX1818561	SRX1818562	SRX1818563	SRX1818564	SRX1818565	SRX1818566	SRX1818567	SRX3926389	SRX3926386	SRX3926387	SRX1515282	SRX1515283	SRX1515284	SRX1515285	SRX2406023	SRX2019318	SRX2019319	SRX2154260	SRX3926397	SRX3926395	SRX3926396	SRX3926393	SRX3926392	SRX3926390	DRX037073	SRX2355601	SRX2355600	SRX2355602	DRX037086	SRX4411819	SRX4411820	SRX4411821	SRX2732903	SRX258936	SRX258937	SRX258938	SRX258939	SRX2732904	SRX4248340	SRX4248341	SRX4248342	SRX4248343	SRX4248344	SRX4248345	SRX4248346	SRX4248347	SRX4670610	SRX4248348	SRX4248349	SRX3436045	SRX3436046	SRX3436047	SRX3436048	SRX3436041	SRX3436042	SRX3436043	SRX3436049	SRX2019395	SRX4670608	SRX2019396	SRX1590113	SRX1590355	SRX4670609	SRX2019397	SRX652734	SRX4670606	SRX2019398	SRX652735	SRX4670607	SRX2019399	SRX258929	SRX4670601	SRX4248335	SRX4248336	SRX4248337	SRX4670604	SRX4248338	SRX4670605	SRX258926	SRX4248339	SRX4670602	SRX258927	SRX4670603	SRX258928	SRX258932	SRX258933	SRX258934	SRX258935	SRX258930	SRX258931	SRX2019391	SRX2019392	SRX2019393	SRX2732789	SRX2732788	SRX2732787	SRX2732786	SRX2732780	SRX3436061	SRX3436062	SRX2732785	SRX2732784	SRX2732783	SRX2732782	SRX3436067	SRX3436068	SRX3436063	SRX3436064	SRX3436065	SRX652736	SRX2732799	SRX2732798	SRX2732797	SRX4248350	SRX4248351	SRX4248352	SRX4248353	SRX2732791	SRX2732790	SRX2732796	SRX2732795	SRX2732794	SRX2732793	SRX3436059	SRX2555347	SRX3436053	SRX3436054	SRX2555345	SRX2555346	SRX2555343	SRX2555344	SRX2555341	SRX2555342	SRX2555340	SRX1825742	SRX1799890	SRX2732777	SRX1825759	SRX2732779	SRX1590308	SRX2019320	SRX2019321	SRX2019322	SRX2019323	SRX2019324	SRX2019325	SRX4219600	SRX1825760	SRX4219601
microRNA	96.39097121877711	80.85	85.1	53.68	85.1	61.9	70.27	52.84	69.16	82.13	50.53	68.66	61.66	34.28	70.14	98.27	90.86	75.7	72.61	66.71	69.12	72.66	73.83	96.77	73.86	76.18	97.24	68.16	94.61	67.31	65.6	92.4	91.89	97.22	64.44	68.24	71.65	72.82	66.73	59.35	69.24	47.14	64.14	55.45	97.1	97.04	97.08	94.78	72.01	39.34	23.56	96.95	73.18	96.15	95.28	98.35	97.5	98.05	12.62	10.16	58.53	86.81	40.46818967822219	54.0	96.59	98.4	74.06236960188885	59.75732097644868	98.32	36.7	96.31	98.53	97.15	61.406875958322885	86.31	33.96	53.43	22.61	16.39	89.82	23.16	26.89	40.27639527783838	51.45694951019056	37.031442129109855	5.54	75.32925284201748	57.153066495483834	13.35	66.41607811537185	13.31	61.406277311926466	11.19	58.52087831878591	42.6	49.42558345998179	13.87	76.4434318849758	13.67	93.03	25.83	42.104525127605314	89.38	38.23	61.41	44.73	56.786327638980936	8.16	5.87	8.16	54.51118145381661	3.33	42.81798499789473	4.04	50.758851989193936	1.33	47.3468987328961	0.56	44.39128215791168	0.73	50.61311637349355	1.59	42.30786486607745	56.43355454473252	1.77	42.58	40.7	77.46	81.99	63.84	74.29	71.87	76.15	80.3	82.07	82.62	0.81	0.81	42.01	32.74	66.32	70.58	40.91	85.18	84.19	79.28	81.67	73.12	81.22	79.72	66.11	71.63	79.28	83.26	80.13	81.51	80.65	70.15	3.45	4.26	4.15	2.31	2.29	2.42	2.39	2.05	2.04	93.54164582536798	93.4930570514704	94.92933226298376	34.61	3.48	1.06	1.04	1.87	50.91	1.85	0.83	0.84	0.9	0.91	36.54	51.49	92.75114630037496	6.65	57.47	1.8	1.78	60.51332819393012	79.35	75.09	54.19	40.97	43.11	43.0	50.26	51.64	54.94	54.35	29.62	55.35	56.14	40.79	62.24	20.99291769990781	20.358868281737553	34.26275740967381	31.463129961792127	48.159526372305066	52.13	36.78	2.9	3.23	2.13	4.26	3.38	2.2	47.5149827244789	45.55507436289318	46.88124092229493	3.14	4.7	2.86	2.8	3.69	6.51	5.04	4.99	3.7	2.4	6.84	3.91	66.56	28.29	27.92	1.26	34.53	2.12	22.04	1.76	33.33	65.86	2.22	3.17	11.6	4.05	1.4	1.92	2.44	2.26	3.39	2.33	2.68	5.67	2.72	10.57	1.53	97.48	1.5	1.86	2.15	1.85	4.98	1.61	3.03	1.6	3.41	2.92	2.91	98.61	75.02	1.04	97.1	1.02	98.75	97.39	96.44	96.22	97.55	98.9	94.43283634918966	89.34171533877632	94.73910667671177	85.7840113787331	92.12208615700091	90.05158786082812	1.32	1.31	92.2225092349401	2.76	2.72	3.96	13.37	3.89	4.19	2.78	23.91	3.81	2.75	4.48	4.45	61.03	67.38	56.3	2.43	15.44	73.23071528689482	85.98935151123426	94.45997749140815	95.1945913321334	11.72	83.30324485237675	93.51	98.32	97.33	95.73	96.17	98.89	95.7	96.32	97.99	97.84	75.55	78.77	84.14	82.74	94.24	97.0	97.43	2.64	2.63	2.8	2.81	1.64	94.37	1.62	2.18	94.91	2.15	99.23	94.1	98.5	98.99	97.77	89.72	93.81	67.35	98.07	48.975053113165565	51.63774728782738	55.51367845623424	38.79843234276548	42.90629448718118	42.43523307168529	86.1	87.29	91.18	90.21	60.22	54.2	72.13	54.58	55.59	90.72	71.24	71.35	35.37	89.72	44.06	71.28	36.47	62.56	73.45	76.51	36.55	65.73	75.31	94.28	54.32	97.23	97.31	2.08	1.08	1.21	68.48	53.99	40.03	89.85	4.06	5.76	3.97	4.54	3.87	12.14	6.24	3.33	5.2	61.86	69.8	63.52	51.9	66.35	49.34	57.06	2.57	6.4	4.31	2.18	5.58	49.84673952685982	3.51	5.01	5.88	57.893567365398155	1.7	48.103523026880225	56.05	57.4	68.89	26.969254958066415	55.13	29.49	79.17	22.001178216626485	83.38	16.91352517725899	79.33	56.93	68.66	55.49	74.82	5.15	97.77	4.43	98.09	97.52	3.52	97.23	97.7	3.46	97.9	4.5	97.74	3.96	0.49	95.64	77.91	66.96	93.72	27.67	93.46	97.8	45.25	97.73	50.83	95.53	47.54	97.71	46.37	2.42	3.38	4.95	3.33	59.24	4.71	2.97	44.75	54.3	39.11	40.91	31.57	58.27	63.84	55.09	41.74	67.69	85.92	67.72	36.4	60.77	75.13	47.75	65.47	97.5	65.79	50.26	96.9	66.29	96.12	91.86	95.89	94.42	89.28	87.48	95.54	46.28	73.3	88.76	87.62	73.45	88.79	95.4	95.78	92.05	94.97	94.62	92.73	15.2	10.8	22.56	94.16	80.24	92.24	95.71	94.36	93.52	96.16	91.12	93.14	96.72	92.9	91.47	89.03	91.94	89.79	88.15	90.84	88.98	92.18	89.29	88.78	90.07	92.69	89.11	92.47	89.33	91.78	89.37	91.78	92.67	89.71	35.81	90.59	35.56	49.6	55.08	34.67	55.23	33.58	55.65	35.75	56.98	29.09	30.726456181708038	60.51	89.46	91.79	88.71	91.95	88.68	93.01	91.24	87.81	91.89	93.03	91.44	92.47	67.14	91.95	96.42	92.25	78.54	91.7	24.72897254701609	67.36	74.57	53.22	63.04	96.16	92.25	89.97	93.41	37.68	56.77	60.39	58.88	87.54	75.8	46.85	89.83	42.3	64.9	93.83	73.48	63.68	60.62	43.5	81.13	47.02	68.3	46.38	35.42	63.62	60.22	79.64	45.63	74.6	60.57	46.7	53.5	88.24	36.33	48.38	23.24	42.28	94.2	91.28	49.13	97.66	46.99	64.67062935859799	92.32	86.88	90.11	89.65	94.22	91.17	86.61	93.32	90.55	92.54	95.74	14.29	92.06	51.93665045786072	63.57118257465122	63.33975710575055	90.16	65.7441355942746	90.91	61.94133411179549	92.77	60.72922820448422	94.39	63.57726217114809	91.4	48.30515194898878	59.004022181994756	96.83	56.124937209986456	93.17	91.6	38.75	90.3	91.4	55.09860973676892	92.8	93.27	95.23	41.11	9.22	8.66	73.76219802098547	31.95	45.37	9.69	80.45558488372379	73.7625654099581	75.8804492205384	93.53	92.38	60.430131112358396	90.96	94.1	64.15541149042471	54.22367976006583	57.857272911690266	92.36	94.76	91.54	94.69	53.24	95.14	2.69	95.09	6.6	95.3	94.08	94.91	94.31	94.37	1.66	94.51	2.1	66.42	78.42	25.87	61.98	83.67	90.96	91.14	92.08	90.4	89.56	92.65	93.6	93.52	44.99	48.14	96.4	25.21	94.73	41.84	94.4	47.0	53.205092824008894	52.07356369146904	81.38	68.25	67.86	66.88	53.1	43.32	44.04	82.0	49.49	66.61	38.93	17.36	70.42	65.37	62.48	97.03	44.9	98.33	99.2	0.0	41.78	53.11	24.05	75.46	21.75	68.03	43.8	61.69	48.04	38.7	59.08	58.24	76.24	44.34	93.26	96.49	95.07	6.19	59.88637965249998	61.256018416598785	59.64337473708863	63.84953984905191	7.8	52.85	52.13	68.79	69.08	69.24	33.8	39.3	39.53	70.26296649375512	37.6	40.45	27.66	24.98	34.87	44.86	84.24	86.25	27.92	47.51	22.0	6.278161051225085	31.3	92.97	90.73	75.16624855140007	30.35	22.56	7.9641667847528135	23.01	25.35	81.41473496191713	24.23	69.19742302546065	67.11512312630322	28.21	45.54	50.95	12.957295008086945	51.59	56.91976962528055	70.54483492747373	52.09	70.89857145900798	72.36173249889009	40.7348020166477	68.30466542415824	56.92745819079676	61.868347087086356	44.70993932501374	45.37071791424811	57.041672981671184	54.8557558108044	59.37	39.69	21.2	4.69	17.9	6.11	5.58	14.46	36.55	85.53	9.31	15.1	13.11	3.41	44.71	41.84	74.72	24.21	39.89	12.96	11.12	8.18	3.13	40.95	70.34	71.84	70.31	2.43	1.89	2.97	9.84	17.2	11.75	24.98	8.908874765761123	81.67	23.8	15.010342616781477	9.273414115430608	30.8401421433902	16.356420629939343	27.522768417956506	31.082947394359277	29.755856774632736	97.28	87.5828855088518	4.39	96.37	17.3	93.64	53.55	49.44	50.82	67.86	49.61	38.01	69.94	94.99	70.4
Y_RNA	2.0512091438346243	0.14	0.19	0.57	0.19	4.91	0.83	0.56	3.51	0.36	0.92	1.67	1.22	0.15	1.52	0.24	1.52	4.66	5.63	5.2	3.69	4.71	3.7	0.59	3.89	5.14	0.92	6.02	1.7	6.44	6.65	0.6	0.0	0.8	2.24	6.85	4.48	2.69	5.01	4.64	5.96	5.41	7.62	6.56	2.16	1.83	1.78	2.7	9.64	5.24	1.06	2.11	5.89	1.75	2.19	0.83	1.44	0.94	0.72	0.82	9.39	7.42	40.33369565655521	7.71	1.86	0.76	11.94985593171737	15.580845848843747	0.96	3.79	1.66	0.8	1.6	11.78766009157482	0.0	39.85	25.88	0.0	68.79	0.0	0.0	53.9	13.817996909744513	12.335997458776015	11.330816650309252	0.71	16.171449679118723	33.18367377643595	7.4	16.23304599841548	2.0	16.66560481980459	2.75	24.863142848453514	15.03	5.399100170034759	1.24	9.044100483635168	2.13	0.0	58.24	14.137390645157453	0.0	40.43	9.68	38.85	31.27084684395418	2.18	1.39	1.45	14.649981781745309	39.59	29.705337109157433	59.04	9.92824932460889	62.78	22.56354596035648	83.43	20.54348524658337	85.08	30.326606489349704	71.88	8.532975430109119	26.864972453130232	68.42	1.34	2.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	4.22	0.0	0.0	1.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	2.32	0.4	0.0	1.56	0.19	0.0	0.0	10.442476185997775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	2.09	17.27	1.0328083819118965	1.3638116607649966	1.3991246740807748	1.9062641077307612	0.48845107865207577	29.99	2.57	91.26	93.55	93.96	89.58	91.86	94.61	0.9371455523487596	0.7200194463924986	0.9090943476155895	89.04	85.65	91.12	90.0	89.16	85.4	81.79	50.84	92.79	90.43	69.4	43.48	6.12	0.5	2.54	94.91	9.42	92.49	5.17	93.86	2.34	3.24	91.66	92.57	83.93	90.17	95.78	94.86	93.75	86.17	88.8	93.5	94.24	43.75	94.93	82.47	0.0	0.4	0.0	0.0	92.92	0.0	90.18	0.0	87.84	0.0	91.89	0.0	0.0	0.12	1.95	0.0	0.19	0.0	0.07	0.18	0.48	0.5	0.18	0.1	1.4908886594374584	4.264736625697881	1.451747055270444	1.4288088631520584	4.167746845717146	4.055881269893783	0.0	0.0	4.010936229578151	0.0	0.0	0.0	78.6	0.0	89.05	0.0	0.47	83.67	0.0	0.0	0.0	7.62	6.77	6.21	88.85	78.54	0.71538917170941	7.664621098150737	2.7964349393190795	2.280781207847235	80.56	7.019397536963428	0.09	0.07	0.27	0.32	0.36	0.03	0.46	0.34	0.19	0.1	0.0	0.0	0.0	0.0	0.25	0.07	0.12	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.33	0.0	0.06	0.16	0.07	0.03	0.26	0.0	0.0	13.86	0.08	4.970988882941819	1.600988199535225	2.7064168622665057	5.299594249169938	1.3002501077487691	1.1111893061260454	0.0	0.0	0.0	0.0	1.81	1.68	2.02	20.68	11.04	0.0	3.4	1.53	4.09	0.0	0.0	0.0	0.0	1.73	0.0	3.58	0.0	1.8	0.0	0.85	1.32	0.0	0.0	0.0	0.0	0.0	2.55	1.0	0.0	0.0	87.02	87.6	87.76	88.91	91.18	56.54	88.52	91.29	78.56	1.88	2.04	11.94	2.06	3.66	1.9	14.65	94.44	87.57	88.89	94.28	89.99	0.0	92.81	90.86	81.37	0.0	95.07	0.0	2.37	0.75	1.4	0.0	1.22	27.12	0.45	0.0	0.17	0.0	1.23	12.58	1.74	2.95	2.37	91.01	1.21	88.79	0.98	1.3	73.69	1.57	1.16	91.32	1.04	25.57	1.15	90.48	0.01	0.47	0.93	1.39	0.31	2.16	1.12	1.1	1.64	1.15	1.58	2.63	0.61	1.09	0.89	92.15	91.56	90.49	92.3	3.31	89.06	93.27	3.47	0.74	2.35	0.61	2.19	0.71	10.49	0.48	2.78	1.13	0.0	0.94	2.48	0.47	1.83	0.74	3.46	1.41	0.92	5.62	1.79	0.53	1.36	4.46	1.62	3.25	4.11	5.59	1.33	0.0	0.0	6.03	7.56	0.0	6.69	2.52	2.22	4.43	2.7	2.7	2.24	0.56	1.1	0.57	1.24	0.83	5.02	1.46	2.42	2.0	1.95	0.0	2.21	0.0	0.0	3.5	0.0	3.17	0.0	7.25	0.0	6.53	0.0	5.79	0.0	5.21	0.0	0.0	4.06	0.0	5.14	0.0	5.14	4.45	5.54	1.37	4.93	1.24	0.0	0.0	1.12	0.0	2.2	0.0	2.27	0.0	2.68	0.0	10.44	0.0	0.0	5.8	0.0	0.0	3.66	0.0	6.51	0.0	3.78	0.0	4.06	7.01	0.0	1.79	4.33	7.15	0.0	0.0	0.13	0.09	0.27	0.16	1.95	4.33	0.0	0.0	2.15	1.32	0.1	0.49	0.11	0.08	0.81	0.0	0.48	0.11	0.0	0.08	0.04	0.08	0.05	0.09	2.47	3.75	9.75	6.41	0.11	0.07	0.2	7.34	0.05	0.08	0.12	1.81	5.57	5.74	12.88	7.11	12.41	2.72	3.73	8.94	1.16	1.76	0.0	3.46	8.48	3.28	6.66	1.92	4.83	8.72	3.89	2.24	3.64	1.84	75.47	2.9	0.0	0.0	0.0	1.36	0.0	5.59	0.0	2.97	0.0	2.41	0.0	5.0	0.0	0.0	1.6	0.0	2.93	4.61	49.61	3.01	0.89	0.0	2.28	0.24	0.41	16.49	59.8	80.16	9.824317767136414	20.57	3.08	48.98	7.2677388045694595	9.8259150248848	8.490496836269639	0.51	3.96	0.0	4.13	2.57	0.0	0.0	0.0	4.18	0.29	3.85	0.31	12.63	0.6	34.98	0.22	20.84	0.3	0.33	0.69	0.58	1.33	5.84	0.86	11.82	0.51	1.37	2.81	13.31	0.41	4.9	3.39	3.15	2.64	6.35	0.37	0.25	0.67	2.12	3.33	0.68	4.76	0.26	0.0	0.1	0.0	25.08682438148423	16.715964780927052	0.0	0.17	0.0	0.0	0.15	0.07	0.08	0.33	0.35	0.44	0.3	0.24	10.03	21.93	18.08	1.02	0.36	0.27	0.29	0.0	3.79	1.75	4.61	7.48	50.96	11.79	6.93	6.96	27.83	0.75	5.48	4.53	1.09	0.59	0.54	0.43	0.77	81.87	0.1998956013988007	0.2523112601554013	1.323361272391702	1.0122812902550946	82.91	21.5	23.59	4.04	3.92	3.84	22.17	27.46	26.81	12.90648384427515	26.63	26.39	3.0	3.09	4.59	4.22	7.33	7.35	3.81	7.35	11.59	0.8990973286077357	8.38	0.0	0.0	6.9948603357708015	9.21	0.57	0.8787007019496297	6.78	1.24	8.098687097666097	2.74	2.2548303347484855	11.512694319185337	0.52	18.67	23.74	0.6545615871399236	21.86	2.029816960810981	1.0500642121189345	19.48	19.09212192259414	1.0935676999706505	2.364540927470265	2.7874857211567368	0.4485225698795017	0.6510716980246981	1.7736065600983768	1.7876571176957194	1.9351284176325758	1.4928008099088852	1.9	8.5	3.55	86.59	76.69	85.81	88.77	77.8	8.06	7.74	87.28	77.14	79.83	91.13	7.48	7.84	7.09	3.58	10.23	0.28	81.69	87.1	92.0	27.67	4.16	4.01	3.97	91.43	94.87	92.54	85.94	75.68	74.49	4.05	5.600889825708136	5.45	2.75	5.872133275940919	5.6278435345994104	1.7055845770715976	5.01347229606215	1.327496954491517	1.7323125684583016	1.747708099336958	0.0	0.0	89.79	0.0	76.92	0.0	1.91	1.9	2.45	3.08	4.61	11.79	0.0	0.0	0.0
